epoch;loss;train_auc_scores;train_ave_auc_macro;train_ave_auc_micro;train_ave_auc_weighted;val_auc_scores;val_ave_auc_macro;val_ave_auc_micro;val_ave_auc_weighted;val_loss
47;0.32081728056557157;"""[0.8723721602537604, 0.9622619312590075, 0.8784756410199317, 0.7892146038830657, 0.9103911898582852, 0.7842209524753666, 0.7819704788188457, 0.8297343902278551, 0.851744766041905, 0.8656219621458194, 0.9416409341275173, 0.8684074964135748, 0.7848836300234479, 0.7789685960220671, 0.8092115361373039, 0.8548282080487289, 0.9098628630406157, 0.8472860531688207, 0.7753742137492625, 0.865524142641294, 0.7756463662998918, 0.8661208467962964, 0.9426375963365942, 0.9054549371114538, 0.9467441831226613]""";0.8559439871609348;0.8839852739092455;0.8431326324761556;"""[0.7963761668048579, 0.9107485719560134, 0.7665515890890497, 0.6820299771912675, 0.7468358372975316, 0.6862362945811036, 0.7188668520130792, 0.6915149143045484, 0.7352314341369933, 0.7721234079929732, 0.862013632026017, 0.7853896196550119, 0.706216486841437, 0.658732021756774, 0.7502059460725438, 0.7559566005040957, 0.7448925486802773, 0.7361384130829656, 0.6811465119161157, 0.7280571286071904, 0.6901659458867686, 0.8065165510863374, 0.8913991985810945, 0.8223607168116028, 0.8623663136250583]""";0.7595229072200285;0.8128545069670716;0.7487741286904618;0.3559274659755933
48;0.320025319684265;"""[0.8759288030965012, 0.963726489112706, 0.876670088333001, 0.7882128299009973, 0.9107647752038267, 0.791143635809305, 0.7871806284683828, 0.8294122886791089, 0.8527648939537371, 0.8649685888205244, 0.9406634202367599, 0.8688322749902289, 0.7839295056583374, 0.7794505514761969, 0.8088742543418772, 0.8538461327341126, 0.9114468548842715, 0.8468339677814072, 0.7734768774566807, 0.8639335561497326, 0.7752640676233148, 0.8671776243463913, 0.944185247305738, 0.9065334737948915, 0.9468985646354027]""";0.8564847757917374;0.8851846316473565;0.8438080157320705;"""[0.7918075851296169, 0.9107369156313925, 0.7661631472390343, 0.68579997506436, 0.7565240744714682, 0.6857726192190217, 0.7122814525471566, 0.6945812018386502, 0.7353794909608686, 0.7710378403963127, 0.8674863122465521, 0.7865986605690768, 0.7059919157933244, 0.6560024447912782, 0.7490377469317093, 0.7486242378839559, 0.7528113585303602, 0.7326802378839493, 0.6769169037326068, 0.7334542013730609, 0.6929148801256113, 0.8035707387725145, 0.8893564175471113, 0.8276273338282681, 0.864723522996985]""";0.7599152486201699;0.812870759840744;0.7486671228442905;0.3566213495932312
49;0.31990497122462996;"""[0.8756531340213293, 0.9621170956610299, 0.8756144752934192, 0.7890748772035024, 0.9103212280069234, 0.7912042670173666, 0.7859215207197395, 0.8289955034562706, 0.8554249112916061, 0.8649384790231742, 0.9414612318011244, 0.869390226595039, 0.7854021533434525, 0.7786200951194439, 0.8097189740962601, 0.8566487616984776, 0.9118291862471822, 0.848038868100452, 0.7765157761997258, 0.8693044873386645, 0.7736224413838704, 0.8664247018826825, 0.9426848730183088, 0.9079753150549117, 0.9468783558999644]""";0.856951237578957;0.8849181992684044;0.8440934857656268;"""[0.7958035612509975, 0.910310935533045, 0.7681654503552908, 0.6870541880664738, 0.7477800657726109, 0.6894002536132393, 0.7148188493689058, 0.6960497825237858, 0.7372847461533882, 0.7712143896248501, 0.864538660480865, 0.7818732805499153, 0.7019823101314043, 0.6577573289663611, 0.7457301317199219, 0.7508724925490681, 0.7451361190222348, 0.7338803030086165, 0.6839931340400922, 0.7384376126938335, 0.6936985550701168, 0.8019927499680541, 0.8892961900833481, 0.8232646196836841, 0.8665776759398809]""";0.7598765354467993;0.8128849360554415;0.7483347727718354;0.35776356482661104
50;0.3196665181971004;"""[0.8746532160491425, 0.9636845581288187, 0.8831607937721089, 0.790397906168351, 0.9151661580760423, 0.7911125083990651, 0.7888706335892507, 0.8331252220113852, 0.8563576876532564, 0.8704775466379381, 0.9431071459745575, 0.8684569836706305, 0.7900056755313797, 0.7830444313640609, 0.8096834157569521, 0.8562202401224474, 0.9165070753047084, 0.8484111220624342, 0.7837658408879333, 0.8688553845318494, 0.7762067735446536, 0.8677233262080171, 0.9444764648290858, 0.9080061292181624, 0.9478354570270185]""";0.8591724678607698;0.8867072834985481;0.846408739925612;"""[0.797039555768011, 0.9127925692441822, 0.7616129511943563, 0.6817251047905044, 0.7484672995050362, 0.6906599115793932, 0.709634167738023, 0.6942484694833526, 0.7360553281293702, 0.7696511717966942, 0.861885958556731, 0.7821480434708371, 0.7041142423764359, 0.6595528567069457, 0.7474021519009545, 0.7536301135948119, 0.7486278628319449, 0.7326088456806793, 0.6829689772539846, 0.7354470276345857, 0.694287673368743, 0.8039446534048011, 0.8894300187269634, 0.8166254789050269, 0.8577004618762777]""";0.7588904358207458;0.8124453540703748;0.7474922285442345;0.3560364354472579
51;0.31809491466049455;"""[0.8754948700991965, 0.9634902330646494, 0.8785777516933446, 0.7918933727961297, 0.9141642697186982, 0.7914794710656594, 0.7873548820672072, 0.8337798875271721, 0.8553551891092234, 0.8683299607265651, 0.9432136371969917, 0.8697294991843295, 0.7849183267611042, 0.7809846649246031, 0.8110714164460349, 0.8545410031846571, 0.9156081562227157, 0.8511966346870282, 0.7816344914459807, 0.8661781028457264, 0.7776788571686899, 0.8681200421334183, 0.94482703720139, 0.9086781424495309, 0.9483340540179255]""";0.858665358149519;0.8864351308096438;0.8457565714600545;"""[0.7957948187374927, 0.9122257353403386, 0.7675354614362699, 0.6842087295748108, 0.7515542268254256, 0.6898498977792945, 0.7095570032892641, 0.6930845557891281, 0.7379709563006089, 0.7692976057203523, 0.8641742742597691, 0.7803048036424658, 0.7047698668062012, 0.6571479372808718, 0.7427757128687468, 0.7522077669861472, 0.746410288235866, 0.7318390494193897, 0.6794494824585509, 0.7366542344390883, 0.7021475033336944, 0.803912879033891, 0.8891431624847311, 0.8212828918507175, 0.8607563381586731]""";0.7593622072820716;0.8122558663236115;0.747515367471391;0.3596480496706047
52;0.31847944103550707;"""[0.8779324244474791, 0.964267046386591, 0.8837941904761906, 0.7976610832579007, 0.9172072758374024, 0.795677528714514, 0.7862537196465484, 0.8328797180807807, 0.8578590016616975, 0.8710708883442454, 0.9443835443347391, 0.8719315419330533, 0.7880988027928499, 0.7853333638619853, 0.8115652094849882, 0.8606304995608871, 0.9177522057683732, 0.8529091381684618, 0.7862107766742993, 0.8742376650861119, 0.7791735967391702, 0.8712649420384508, 0.9454827096054411, 0.9108548997707004, 0.9494483358998661]""";0.8613552043429092;0.8886314076176607;0.8484586479453757;"""[0.7931133325144966, 0.9109744130966543, 0.757805558510202, 0.6860833125142763, 0.7523706750600756, 0.6834080357862853, 0.7096602767138087, 0.693331551879047, 0.7351119227813165, 0.7696127668386237, 0.862508611130972, 0.7797801638482711, 0.7076225687580838, 0.662512631527886, 0.7443295145896391, 0.7597583362540732, 0.7467443780211518, 0.7287563280509156, 0.666666399737769, 0.7347553719394837, 0.6947692806674564, 0.805338880368748, 0.8841257514847597, 0.8221649782346672, 0.8651624333047843]""";0.7582586989445379;0.8116343153678751;0.7476166753172102;0.35842402428832987
53;0.31840552569352665;"""[0.878332402186956, 0.9642758439726364, 0.8863436572317588, 0.7966024026007413, 0.92069865010622, 0.7964237071675623, 0.7877238673534289, 0.8359289874648166, 0.8577734166268012, 0.8706253903609716, 0.9425514851146535, 0.8706949626508331, 0.7877433449563989, 0.7869601483018105, 0.8115531151864952, 0.8589242799905549, 0.9205121760328852, 0.8483217008643306, 0.7817755219946809, 0.8709908640484046, 0.7798527825267669, 0.8687935673459345, 0.9437041593633158, 0.9117098325006622, 0.9485473889522873]""";0.8610945461960763;0.8881258300641309;0.8485007056931575;"""[0.793427343927027, 0.9059196752693817, 0.7621208122891481, 0.6860978638098202, 0.7469041638312942, 0.6825027277807839, 0.7102198996035953, 0.6824318485123111, 0.734900410837797, 0.7709966029909321, 0.8643543936326461, 0.7784683768196763, 0.7083901418935511, 0.6513585516916691, 0.7403759166072721, 0.7593630836558543, 0.7424408186197786, 0.7393913732006789, 0.6775990949954019, 0.736312531266476, 0.6915595568660006, 0.806460010412912, 0.8872802758124911, 0.8181653011511995, 0.8678443105301873]""";0.7577954034403155;0.8117020185438742;0.7462497725367856;0.35822482267928224
54;0.3161944621240991;"""[0.8776592506580411, 0.9632439300241044, 0.8849395726936894, 0.7956602438069572, 0.92137494179271, 0.7946304132090434, 0.7885863385251263, 0.8383643017865166, 0.8601455039110462, 0.8721339738173683, 0.9445084611279562, 0.8701145437070561, 0.7894373790315539, 0.7892668335221733, 0.8092005323451549, 0.856957415210942, 0.9217636170535578, 0.8468956130061894, 0.7858331988082968, 0.8719787617941706, 0.7798091148744257, 0.8707777987587506, 0.9447446329239656, 0.9087837630683387, 0.9499169879190897]""";0.8614690849350489;0.8888657930861495;0.8489013464488854;"""[0.7989065321598484, 0.9102648783494096, 0.7618155371445378, 0.6771244077822911, 0.7557741472844048, 0.6853005869959852, 0.7089206504159584, 0.6971977015131244, 0.7359501464378625, 0.7728602278752352, 0.8645238900274401, 0.7828495845356093, 0.7029170954847861, 0.6563636282214361, 0.7437283847765803, 0.7550005658348894, 0.753160283028039, 0.7313293926352411, 0.6804571253178803, 0.7284737106718531, 0.69304109547678, 0.8041795256560356, 0.8851843427708073, 0.8195709223729788, 0.8658691861484313]""";0.7588305419566979;0.8122701407193642;0.7471760268010984;0.35892901398981786
55;0.31691462119012814;"""[0.8794889272828612, 0.9640952101754541, 0.8845272237865651, 0.7924793936332832, 0.9218001832276298, 0.7995506943598536, 0.7898210451312774, 0.8360268853499601, 0.8598323654576893, 0.8730302884229441, 0.944142764964286, 0.8727798896583825, 0.7874978351633822, 0.7873538152542954, 0.8123659596025428, 0.8600968687661178, 0.9214504798905809, 0.850419908900398, 0.7834324608128799, 0.8702832880739179, 0.7823989197521556, 0.8705242537866903, 0.9451383567761013, 0.9113968093774992, 0.9502191553671533]""";0.8620061193189561;0.889136396363818;0.8492373178071113;"""[0.792429077881293, 0.9081342003629459, 0.7619883248717604, 0.6753288816254557, 0.7471487862987559, 0.6825735369482813, 0.7116398957209967, 0.690997262487639, 0.7360019609608962, 0.7746785433426044, 0.8703392357020208, 0.7843439571023992, 0.7087119905968406, 0.658129807832333, 0.7454057094531279, 0.7466629675140704, 0.7452992308645271, 0.7320164468233139, 0.68245572145639, 0.734534795175593, 0.6931283064237023, 0.8056929548914586, 0.8855788116665573, 0.8169887216735193, 0.8627995708957481]""";0.7581203479428892;0.8110043130599294;0.746992947924535;0.3583117701900265
56;0.317799903772835;"""[0.8760422134224881, 0.9619517908010533, 0.8819967861693312, 0.7915758079113078, 0.9185313347473886, 0.7956580535572654, 0.7883583682927804, 0.8336737580997803, 0.8584609124957323, 0.869172597147579, 0.9439007019989051, 0.870542241016486, 0.7881414751292051, 0.7863804018074125, 0.8108308036429926, 0.8566323959182326, 0.919861010392635, 0.847190040770198, 0.7844575403474335, 0.8682432327715803, 0.7780346701787547, 0.8698870035206352, 0.9446612629988598, 0.909004595744356, 0.9487332620007487]""";0.8600768904353255;0.8874156436726262;0.8474788831602621;"""[0.8006625643639307, 0.9171362253137366, 0.7684535716462082, 0.6761156569074457, 0.7545435076189072, 0.6903629311770523, 0.7144818427329911, 0.6933526619002046, 0.7295884896698297, 0.7683445877701457, 0.8617798662719689, 0.7829570215399336, 0.7059896299744592, 0.6543241966454693, 0.7479729863178737, 0.7496814797267448, 0.7451065955393225, 0.7374544625088431, 0.6873344119728992, 0.7324920917768293, 0.6938397846763071, 0.8042091759068929, 0.8863955723340516, 0.8210553707736115, 0.8666728319209941]""";0.7596123006794662;0.8127546202157245;0.7473318634164952;0.35847258864850945
57;0.3194112626640206;"""[0.8761236066341174, 0.9636574051812612, 0.8828844843897155, 0.7961979489515321, 0.9223925495217956, 0.795346592118479, 0.7880088540407755, 0.8334203957712116, 0.8574328144559766, 0.8707962011684632, 0.9449712874121088, 0.873121414126012, 0.790294045261555, 0.7913017515069303, 0.8115807758726155, 0.8555724605805355, 0.9231582430544465, 0.8493813527755543, 0.7806595489437865, 0.8642823380518218, 0.7804157140567851, 0.869287873507463, 0.944034140458691, 0.9085140816634435, 0.9484239290820393]""";0.8608503923434847;0.8882066260531979;0.8489079426561327;"""[0.8010021757426776, 0.9132349804727788, 0.7701079563659861, 0.6838895990637055, 0.7529256336712274, 0.6840308790650339, 0.7196538074091754, 0.6918729711317252, 0.7324144029044808, 0.7733206187751642, 0.8681630418268389, 0.7840825922318535, 0.7073188111044231, 0.6531498267345883, 0.7511009401194809, 0.7535498633718496, 0.7494808669938617, 0.7391356156224023, 0.682652237558177, 0.7381048496710705, 0.6985907248637868, 0.8074830266529469, 0.8833167193730236, 0.8195567360245164, 0.8683941295713437]""";0.7610613202528848;0.8133762185857353;0.7491590646074754;0.35880089695871653
58;0.31586324803645793;"""[0.8798741184120291, 0.9656504871525072, 0.8900360317460317, 0.7987604398003771, 0.9269182409164596, 0.7999574058478514, 0.7894368347580838, 0.8380862802927623, 0.8631571616382937, 0.8741189059324525, 0.9472928402247959, 0.876372198747272, 0.7928507740864366, 0.7950363855517658, 0.8146305090788977, 0.8578772374864904, 0.9274652236065583, 0.8539915408388776, 0.7862816696696697, 0.8700604197487976, 0.7847886684010394, 0.8725744266110653, 0.9471270748789522, 0.911923533812486, 0.9517363137406256]""";0.8646401889192231;0.8914678369115343;0.852472276168409;"""[0.7971026145975206, 0.9052838369263848, 0.7520484538895852, 0.679046100527039, 0.7435916072236572, 0.6870438992987131, 0.7154004308259627, 0.6879432744886569, 0.7288561864764729, 0.7681210908808891, 0.8641294221182596, 0.7793955804653292, 0.7062597276346965, 0.655566557765166, 0.7443759798244785, 0.7543837084217373, 0.7436446724866811, 0.7350240220198885, 0.6870068885202788, 0.7412740406332716, 0.7002218332077842, 0.799013321128725, 0.8825010803166309, 0.8199790716501384, 0.8689157156755254]""";0.757845164680139;0.8105558589355393;0.7459411318410202;0.35971515729445674
59;0.3184410092952924;"""[0.8769360482727719, 0.9641021402519339, 0.8823828822904081, 0.7962322157071632, 0.9229823889355745, 0.7958393562549577, 0.7872024659629606, 0.8345444584075864, 0.859559169778831, 0.8709340470960656, 0.944443531855388, 0.8718037225945577, 0.7883232826993241, 0.7885229170966517, 0.8129549524620789, 0.8552497198956266, 0.9236198079694524, 0.8500141362389956, 0.7762937461502005, 0.8675776884765355, 0.7807812024929097, 0.8694197822967299, 0.9437233285559612, 0.9103311238962556, 0.9478200871908427]""";0.8608637681131904;0.8888326937060137;0.8487761841532443;"""[0.7938515842924341, 0.909898761366897, 0.7645609598020608, 0.6797129040564763, 0.7437895948241986, 0.6825021179540207, 0.7126719235060428, 0.6912190447046621, 0.7299906447661622, 0.7698066666302481, 0.8695101808847205, 0.7791837454044535, 0.7073336584511282, 0.6541615267249502, 0.7467138537428373, 0.7519566154298376, 0.7446430359792888, 0.7330322505568238, 0.6807132660458968, 0.7401734358677458, 0.6953948118986225, 0.7993772462849782, 0.8827610597874027, 0.8177370561022111, 0.8672338005448633]""";0.7579171898243585;0.8105935778305284;0.7459112242624186;0.3588316627671254
60;0.31763363075663903;"""[0.8785887340951104, 0.9641966825039344, 0.8859338899509898, 0.7997906655650482, 0.925902228553097, 0.7991044697726258, 0.7919731106255878, 0.8393897506331804, 0.8614661926219187, 0.8749834058998206, 0.9457403786562999, 0.8730686267735638, 0.7920085049342297, 0.7944104234083377, 0.8141778199308664, 0.861551980288988, 0.9262068115868678, 0.8525195818019875, 0.7833217235507623, 0.8705430739651527, 0.7817114025912214, 0.8714442512056032, 0.9447823452316435, 0.9124009783370087, 0.9514321232133175]""";0.8638659662278866;0.8909086757448467;0.8518447514661553;"""[0.7957154395485392, 0.9077140668277447, 0.7582353082389093, 0.685988578681356, 0.7469900559110636, 0.6838857415153281, 0.7161420871845465, 0.6942059752890201, 0.7332765153487291, 0.769723762562064, 0.8625241436370167, 0.781247534484877, 0.7091019908153352, 0.648832830329215, 0.7510504772203213, 0.751684686985945, 0.7433683221923851, 0.7331941955114655, 0.6766001446813865, 0.7364903039442663, 0.6995657971642213, 0.8018390587530742, 0.8823008125290539, 0.8173693858845097, 0.8660475289945757]""";0.758123789769398;0.8111814881256082;0.7465980310831298;0.3589061318780204
61;0.31832665060524246;"""[0.877557814045359, 0.9632793136815966, 0.8826218833966826, 0.7985996736592244, 0.9243701164943596, 0.7978679848940947, 0.7881522380043045, 0.8371350120662916, 0.8588153904808749, 0.8714338935412891, 0.9449332855000985, 0.8721873769576262, 0.788403369073434, 0.7913084002847027, 0.8128629851514124, 0.8611976800078126, 0.9241736180135259, 0.8482599412115726, 0.783372036036036, 0.8694282532755152, 0.77980061371463, 0.8686862309241004, 0.9435237582685562, 0.9112672705267505, 0.950036905085892]""";0.8619710017718297;0.8893198869768643;0.8496951035983951;"""[0.7960960371499559, 0.910325122039893, 0.7599775304659041, 0.6851876545963032, 0.7410344248357505, 0.6876545778070798, 0.7149738955945767, 0.6933342149303006, 0.7300011796207202, 0.7681774587642297, 0.8594875185697234, 0.7796831500216849, 0.7033790756196029, 0.6508496569467392, 0.7482695511911516, 0.7586503774936527, 0.738062067920305, 0.7341744440603757, 0.6768899498983616, 0.7240159227717828, 0.6936719064893189, 0.7988662577594845, 0.8831765539444083, 0.8195503974712808, 0.8616222629174544]""";0.7566844475552016;0.8102079607930993;0.7456113453538927;0.3600982315399792
62;0.3217524496775407;"""[0.8718347194402825, 0.9605586392216181, 0.8743257100388175, 0.7838940194909165, 0.9126935191443362, 0.7903727050771839, 0.7820415298044712, 0.8264998415026081, 0.8516938654069979, 0.864706114900855, 0.9397235306764126, 0.8640937750225562, 0.7839178233972874, 0.7813402019329928, 0.8089199091741225, 0.8510622087981146, 0.9131274599616778, 0.8392392371545975, 0.7734968650707806, 0.8625539212314781, 0.7751250718090262, 0.8634264408937299, 0.9410808897742364, 0.9057082548760902, 0.9456481877441943]""";0.8546833776618153;0.8837942290864417;0.8422431895788091;"""[0.7961794535144234, 0.9068255601765405, 0.7595081288921568, 0.6768193167147253, 0.7420564609861301, 0.685351373648307, 0.7108833287689342, 0.6861241976707702, 0.7344706602260306, 0.7710677788946189, 0.8652509309907573, 0.7829477232685698, 0.7056816868353112, 0.650395035872432, 0.7471955934316168, 0.7485579349755921, 0.7375677845092723, 0.7328794971044499, 0.6721816837706334, 0.7321602567776695, 0.7012966560159944, 0.8020879621729118, 0.8818066296729644, 0.8168209736020628, 0.8586288107228846]""";0.7561898167686303;0.8098639965581137;0.7451077599306825;0.3591760224860797
63;0.3216648290096185;"""[0.8695024664597392, 0.957803398701477, 0.8701105396825396, 0.785654949505001, 0.9129709470764374, 0.786949222223507, 0.7772432502685178, 0.826048064319362, 0.8509593597930482, 0.8617873711725464, 0.9396604367140472, 0.864736795194164, 0.7800468879517387, 0.7809907696800154, 0.804733472463492, 0.8546285882416772, 0.9123844339398963, 0.8360187416545257, 0.7751098756344185, 0.8615020049635117, 0.7739168849236172, 0.8621899568508216, 0.9387986343218517, 0.9026133734160997, 0.9437273856578204]""";0.853203512432395;0.8823677096058798;0.8405595415062792;"""[0.794523802889025, 0.9097661880445089, 0.7532806889024469, 0.6812877756763185, 0.748035672747094, 0.6831670318957968, 0.7183385142377708, 0.687567262150796, 0.7334848250858577, 0.769755019027208, 0.8699844516288118, 0.7866500363686069, 0.7044282739921057, 0.6538763832549711, 0.7473611120013687, 0.7582951783392686, 0.7449335730774667, 0.7280387050478381, 0.6768761029365089, 0.7307571174008537, 0.6948669247156959, 0.8017860670095212, 0.8850737541387915, 0.8214435234193187, 0.8581010097593867]""";0.7576671597498935;0.8115466297206323;0.7466257911886;0.35809371228065395
64;0.3208649814882849;"""[0.8742807559178309, 0.9607209009658504, 0.8759257513642558, 0.7910153557663698, 0.918315270853422, 0.7928257945374303, 0.7822900600254412, 0.8331525131645217, 0.8557378278360813, 0.8667480290142072, 0.9416775500625483, 0.8684664030752312, 0.7838078081286377, 0.7880861111405345, 0.8094641404976672, 0.8571105792125471, 0.9167794199372391, 0.8425381696977978, 0.7818239858519, 0.86643841093126, 0.7761721401603756, 0.8653086168543072, 0.9410948476846449, 0.9066146816480589, 0.946541683974297]""";0.8577174723320983;0.8855866679735203;0.8452816836215831;"""[0.7936648461062361, 0.9072235401400983, 0.7573137466568276, 0.6822434751070945, 0.7438440891585949, 0.6815595266895116, 0.7215255782262817, 0.6967100180174091, 0.7346543970232691, 0.7727960133991982, 0.8679217332688727, 0.7827236913403662, 0.7049988767893203, 0.6540487301335223, 0.7472594558889193, 0.7612133008090523, 0.7440012350430417, 0.7271203386959799, 0.6748484983135916, 0.7354456518897918, 0.6981290502962426, 0.8009200118305214, 0.8842236434497813, 0.822596356220097, 0.8643837178637358]""";0.7584547808942942;0.8120707721122814;0.7471466903962457;0.3580861454377873
65;0.3188832119570838;"""[0.8760483777350132, 0.960827748207698, 0.8787977314689323, 0.7920314803229234, 0.9219679687494985, 0.7944325311980267, 0.7848558413277366, 0.8362350401384825, 0.8573472703419674, 0.8690355484809784, 0.9437194357058314, 0.8704556065794329, 0.7864776519281814, 0.7887684115383589, 0.8088367349189995, 0.8583760202679819, 0.9222264957264957, 0.8465306844100662, 0.7822289011997612, 0.8671735071948642, 0.7801762146367385, 0.8666205037412066, 0.9420879485366578, 0.9074555552028698, 0.9475641833457071]""";0.8596110957161764;0.8874022728078639;0.8470515998760728;"""[0.7982782156205764, 0.907657514287331, 0.7637125059030154, 0.6809013156994329, 0.7434143054991783, 0.6816849169278594, 0.7125448657533374, 0.6862405405385076, 0.740259864252169, 0.7737729873230722, 0.8647909457034169, 0.780462143904646, 0.7043341305032997, 0.6543902527407272, 0.7494508397029023, 0.76390612218152, 0.742091321403902, 0.7285684280013203, 0.6685736624051528, 0.7372308096086639, 0.692746121763135, 0.8001544981410754, 0.8843189109297532, 0.8223338223766236, 0.8671894247980194]""";0.7579603386387456;0.8116304398602772;0.7470580168059038;0.3588517543154746
66;0.31826637174329186;"""[0.8636009378954705, 0.9566868387444244, 0.8667203392331326, 0.7803349861530222, 0.900717820369549, 0.7805632528888434, 0.7778983635952406, 0.8186432815515458, 0.8464870109795758, 0.8582894185829286, 0.9353622204745933, 0.8587265380951934, 0.7760720705115973, 0.7707811907012179, 0.7999667223976409, 0.8450829907332166, 0.8996280673401469, 0.831253914581878, 0.7742204600475454, 0.852257530212232, 0.7667737891252133, 0.86031078017051, 0.9365136522433419, 0.9012980492938595, 0.9414680530419458]""";0.8479863311585545;0.8785911789767209;0.8353247961317605;"""[0.7930693219883171, 0.9115055304656429, 0.7551631884429081, 0.6753517094268525, 0.7320342182840113, 0.6766005983197652, 0.7150412788388247, 0.6865335493186865, 0.7331776105529878, 0.7649393036375025, 0.8560959925254559, 0.7759398278885062, 0.7019961203038798, 0.6539386382320671, 0.7436432543641481, 0.7532137653482713, 0.7338561791795176, 0.717140428877366, 0.6663043932726379, 0.729294065579925, 0.6930821807955796, 0.7967015404038263, 0.8791177107563305, 0.8204336670134129, 0.8597262910538617]""";0.7529560145948113;0.8074559714605558;0.742287920630747;0.36302581183662636
67;0.31999041133864314;"""[0.8740472515099561, 0.9609411379942588, 0.8753970785060051, 0.7915573682891556, 0.9184079558812858, 0.7924177830043971, 0.7846019475233781, 0.8325242222824615, 0.8556511445716214, 0.8675606020489344, 0.9426032318036772, 0.8677695684410196, 0.7837215389595523, 0.7871388165610973, 0.8083775414944141, 0.8561121713982622, 0.919839838011253, 0.8483530340715912, 0.7833414867398057, 0.8632174694306446, 0.777043195344037, 0.865069680922138, 0.9414141688492398, 0.9073778065773581, 0.9484968441899231]""";0.8581193153762188;0.8861987877627896;0.8455770990979673;"""[0.7964827347777207, 0.9101363786076734, 0.7629907805307252, 0.6808534359804844, 0.7414731665781501, 0.6811567214340211, 0.7147202743167711, 0.6960536702380404, 0.7374444606677091, 0.7694461083877084, 0.8612209503988901, 0.7809679611688352, 0.7023650157796498, 0.6546793855244757, 0.7475152882525128, 0.7561049880727339, 0.7379263801614783, 0.7329801193557665, 0.6676689846772136, 0.7365603451922671, 0.6953570268412491, 0.8031066778570216, 0.8818252158546552, 0.8224008058436335, 0.8675098193244305]""";0.7575578678329525;0.8111320015371272;0.7462238655742952;0.35933946291742846
68;0.32036274945430265;"""[0.8735600469086348, 0.9606805888527534, 0.873421807995117, 0.7883807148570656, 0.9155821711747344, 0.7908214497164184, 0.782134983914224, 0.8261055248824356, 0.8530070651941891, 0.8652645606192243, 0.9402321834765301, 0.8656836309430316, 0.7806306916788414, 0.7841356429233529, 0.8062523817029339, 0.8544028823372165, 0.9159881077644195, 0.8438241002248328, 0.7781846710047039, 0.8591913303468831, 0.7749573225855906, 0.8623473875524041, 0.9398079860959856, 0.9054427912726106, 0.9444587268600745]""";0.8553799500353684;0.8840475925168011;0.8430204497028947;"""[0.7973947368894956, 0.9053799185888738, 0.7617618367529105, 0.680874485098798, 0.7534729305231993, 0.6838262946756624, 0.7107173701368078, 0.6806908072151975, 0.7370737034636454, 0.769169349098427, 0.8622464378686318, 0.7859035684316727, 0.7013094154728831, 0.6596029008216905, 0.7438455008488964, 0.7545601047011432, 0.7473669857975693, 0.7337376191566714, 0.6745572998665527, 0.740252504199461, 0.6947146566821668, 0.800407321179429, 0.8823553306143842, 0.8246464535277832, 0.8665937247723879]""";0.7580984502553737;0.8118303491319804;0.7469667599501802;0.35811693832135577
69;0.32178967735502456;"""[0.8731750641193384, 0.960468919323489, 0.8750200817000557, 0.7888299608252416, 0.9157175058099537, 0.7918107711824292, 0.782161314020341, 0.8275718135362989, 0.8530509169462629, 0.8657782291589871, 0.9401506115347148, 0.8664566268493561, 0.7814231596396364, 0.7849955395812399, 0.8064486177340272, 0.8549095559893174, 0.9155647550509388, 0.8442308782182912, 0.7774968353690238, 0.8597364376296461, 0.7726642259169744, 0.8624380886577552, 0.9403522415721456, 0.9059405530933928, 0.9447389747988777]""";0.8556452671303094;0.8842775465960505;0.8433591624108812;"""[0.7968812056418471, 0.9019838574016563, 0.7575432123656981, 0.6791666220679575, 0.7486915259077221, 0.6807635636142134, 0.7120397054851699, 0.6871950426065955, 0.733771811553746, 0.7694644400046882, 0.8618475523560059, 0.7861181019075756, 0.6993386310459481, 0.6541722314416664, 0.7430622830536177, 0.7586731384665826, 0.7448119193272876, 0.7391814444744502, 0.6785351821273096, 0.7389266677038214, 0.697394152470139, 0.7977055247013185, 0.8832645617696802, 0.8201262912684768, 0.8620849713900685]""";0.7573097456061296;0.8113253839779263;0.7456268147061978;0.3591727246516467
70;0.32085208596531145;"""[0.8758976202272477, 0.9613233715213214, 0.8765598963335848, 0.7924191134194796, 0.9194549539838694, 0.7932329225892218, 0.785693599131594, 0.830061087551044, 0.8561151833784032, 0.8679890339042713, 0.9420350741368422, 0.8687200456096621, 0.7836735301443408, 0.7890605031324232, 0.8085438214412586, 0.855888518697014, 0.9198434915629297, 0.8484727468665887, 0.7759146157352946, 0.8625864345546597, 0.7738283427707718, 0.8637398681084227, 0.9416153043261147, 0.9084789134631879, 0.9473130288354487]""";0.8579384408569999;0.8862919076493726;0.8459437141847073;"""[0.7989500343190632, 0.906792870131398, 0.7573795413539426, 0.6840800970835051, 0.7463000258375977, 0.6807366398404546, 0.7142764732765289, 0.6859651052114657, 0.7381689638430059, 0.7732188795238649, 0.8639247512243151, 0.7813202862543813, 0.7011309564691409, 0.6568957137061143, 0.7431040558920209, 0.7557161139601869, 0.7412726737498899, 0.739765955531551, 0.6806390047359865, 0.748324423632119, 0.6960242256344461, 0.8011302436228265, 0.8879594094093931, 0.8218506619764389, 0.8666301675443334]""";0.7588622909505587;0.8124216653406104;0.7473815061313404;0.35825065674596185
